FLAG_TSUNAMI	YEAR	MONTH	DAY	EQ_PRIMARY	LATITUDE	LONGITUDE
Tsu	1633	3	1	7.1	35.2	139.2
	1739	8	16	7.1	40.7	142.3
Tsu	1763	3	15	7.1	40.7	142
Tsu	1899	11	24	7.1	31.9	132
Tsu	1914	1	12	7.1	31.58	130.67
Tsu	1925	5	15	7.1	-26	-71.5
Tsu	1927	11	21	7.1	-44.6	-73
Tsu	1928	11	20	7.1	-22.5	-70.5
	1929	2	1	7.1	36.5	70.5
	1930	11	25	7.1	35	139
Tsu	1931	2	13	7.1	-39.5	177
Tsu	1931	3	18	7.1	-32.5	-72
Tsu	1934	7	21	7.1	-11.139	165.503
Tsu	1938	11	6	7.1	37	141.7
	1941	12	16	7.1	23.3	120.3
Tsu	1945	1	12	7.1	34.7	137.2
Tsu	1952	3	9	7.1	41.7	142.5
	1957	12	13	7.1	34.3	47.8
Tsu	1963	10	12	7.1	44.426	149.272
Tsu	1966	6	15	7.1	-10.343	160.883
	1968	5	23	7.1	-41.7	172
	1970	2	5	7.1	12.6	122.1
	1970	7	31	7.1	-1.5	-72.6
	1974	5	10	7.1	28.24	104.01
	1976	6	25	7.1	-4.603	140.091
	1981	7	28	7.1	30.013	57.794
	1990	5	20	7.1	5.121	32.145
	1991	1	5	7.1	23.613	95.901
Tsu	1994	11	14	7.1	13.525	121.067
	1995	2	5	7.1	-37.759	178.752
Tsu	1995	10	18	7.1	27.929	130.175
Tsu	1996	2	25	7.1	15.978	-98.07
	1997	2	27	7.1	29.976	68.208
	1997	10	15	7.1	-30.933	-71.22
Tsu	2002	3	31	7.1	24.279	122.179
Tsu	2004	11	22	7.1	-46.676	164.721
Tsu	2007	3	25	7.1	-20.617	169.357
Tsu	2010	1	3	7.1	-8.799	157.346
	2010	8	12	7.1	-1.266	-77.306
Tsu	2011	4	7	7.1	38.276	141.588
Tsu	2011	8	20	7.1	-18.365	168.143
	2011	10	23	7.1	38.722	43.513
	2013	10	15	7.1	9.866	124.011
Tsu	2013	10	25	7.1	37.149	144.679
Tsu	2014	10	9	7.1	-32.115	-110.779
Tsu	2014	11	15	7.1	1.928	126.547
	2016	1	24	7.1	59.658	-153.452
	2017	9	19	7.1	18.584	-98.399
Tsu	-330			7	40	25
Tsu	746	1	18	7	32	35.5
Tsu	1546	1	14	7	32	35.5
Tsu	1638	3	27	7	39.033	16.283
Tsu	1827	11	16	7	1.8	-76.4
	1829	9	26	7	-33.05	-71.63
	1834	1	20	7	1.2	-77
Tsu	1908	12	28	7	38.17	15.58
	1928	4	18	7	42.1	25
	1622	10	25	7	36.5	106.3
	1644	1	16	7	7.5	-72.5
Tsu	1688	7	10	7	38.4	26.9
Tsu	1723	2	18	7	38.5	20.5
Tsu	1791	11	2	7	35.8	21
Tsu	1870	8	1	7	38.5	22.5
	1912	1	24	7	38	20.5
	1912	7	24	7	-5.62	-80.413
	1954	4	30	7	39.3	22.2
	1954	12	16	7	39.3	-118.2
	1957	3	8	7	39.4	22.8
	1959	6	18	7	53.9	160.5
	1964	10	6	7	40.3	28.2
	1976	5	17	7	40.38	63.47
Tsu	-479			7	39.7	23.3
	-70	6	1	7	36.3	119
	143	10		7	34.7	105.3
	525	5	29	7	36.25	36.1
Tsu	557			7	40.9	27.6
Tsu	558	12	14	7	40.9	28.8
	734	3	19	7	34.6	105.6
	1125	8	30	7	36.1	103.7
	1352	4	18	7	35.6	105.3
	1501	1	19	7	34.8	110.1
	1515	6	17	7	26.6	100.2
	1600	9	29	7	23.5	117.2
	1626	6	28	7	39.4	114.2
	1683	11	22	7	38.7	112.7
	1692	9	13	7	-25.4	-64.8
	1755	4	26	7	-0.2	-78.5
	1757	2	22	7	-0.9	-78.6
Tsu	1840	1	4	7	-8	110.5
	1842	6	11	7	43.6	93
Tsu	1845	2	8	7	1.48	124.85
Tsu	1869	8	16	7	12.5	123.5
Tsu	1913	7	28	7	-16.6	-73.3
	1913	12	21	7	24.15	102.45
	1914	10	3	7	37.82	30.27
	1915	12	3	7	29.5	91.5
Tsu	1916	4	26	7	9.6	-82
	1937	7	31	7	35.4	115.1
	1941	5	16	7	23.6	99.4
	1955	4	15	7	39.9	74.6
	1978	8	3	7	-26.51	-70.54
	1984	3	19	7	40.32	63.35
	1991	4	29	7	42.453	43.673
	2010	9	3	7	-43.522	171.83
Tsu	142			7	36.7	28
Tsu	1629	3	9	7	36	25
Tsu	1755	11	18	7	42.7	-70.3
	1838	6		7	37.6	-122.4
Tsu	1928	6	15	7	12.4	120.9
	1941	12	26	7	22.7	99.9
Tsu	1949	4	13	7	47.167	-122.617
Tsu	1962	5	11	7	17.2	-99.6
	1963	4	19	7	35.7	97
Tsu	1967	3	19	7	45.53	151.11
Tsu	1990	3	25	7	9.919	-84.808
	1991	10	19	7	30.78	78.774
	2001	10	12	7	12.686	144.98
Tsu	1946	9	30	7	-14	-76.25
Tsu	1948	12	26	7	-22.5	-69
Tsu	1964	4	2	7	5.9	95.7
Tsu	1971	9	25	7	-6.5	146.6
	1976	4	8	7	40.31	63.77
Tsu	1980	2	23	7	43.53	146.753
Tsu	1928	7	18	7	-5.5	-79
Tsu	1950	1	30	7	-53.5	-71.5
	1982	6	7	7	16.558	-98.358
Tsu	1983	8	6	7	40.142	24.766
Tsu	1994	9	1	7	40.402	-125.68
	2010	6	16	7	-2.174	136.543
	1972	11	2	7	-20	168.8
Tsu	1976	1	21	7	44.915	149.123
Tsu	1997	7	9	7	10.598	-63.486
Tsu	1957	7	29	7	-23.5	-71.5
	-186	2	22	7	33.8	105.6
	-31	9	2	7	32	35.5
Tsu	701	5	12	7	35.7	135.4
Tsu	704	8	2	7	33.8	136.7
	814	4	2	7	27.9	102.2
Tsu	850	11	27	7	39	139.9
Tsu	863	7	10	7	37.1	138
Tsu	922			7	33.8	136.7
Tsu	1088	6	10	7	40.5	143
Tsu	1241	5	22	7	35.2	139.4
Tsu	1257	10	9	7	35.2	139.5
Tsu	1331	8	15	7	33.7	135.2
Tsu	1341	10	31	7	41	139.5
Tsu	1360	11	22	7	33.4	136.2
Tsu	1403	12		7	33.7	136.5
Tsu	1408	1	21	7	33.8	136.9
Tsu	1448	9	19	7	37.5	138.2
Tsu	1510	10	10	7	34.5	137.6
Tsu	1520	4	4	7	33.6	136.3
Tsu	1616	9	9	7	38.1	142
Tsu	1700	4	16	7	34.2	129.3
Tsu	1708	2	13	7	34	137
Tsu	1711	9	5	7	-4	129
Tsu	1770			7	-5	102
	1811	3	18	7	25.2	121.3
Tsu	1815	11	22	7	-8	115
Tsu	1818	3	18	7	-4	101.5
Tsu	1831	12	3	7	12.4	-61.5
Tsu	1834	3	14	7	16.8	-99.9
Tsu	1837	10	18	7	19.45	-99.15
Tsu	1852	11	29	7	32.5	-115.5
Tsu	1852	12	24	7	-5	130.5
Tsu	1855	11	7	7	34.5	137.6
Tsu	1855	11	11	7	35.65	139.8
Tsu	1855	12	3	7	32.5	134.5
Tsu	1857	5	13	7	-8	115.5
Tsu	1859	6	28	7	1	126.5
Tsu	1859	12	9	7	13.7	-89.8
Tsu	1861	3	9	7	0.009	98
Tsu	1861	4	26	7	1	97.5
Tsu	1867	3	7	7	39.2	26.4
Tsu	1867	12	18	7	25.34	121.91
Tsu	1871	2	20	7	20.7	-157
Tsu	1875	5	10	7	-18.5	168
Tsu	1875			7	-6	147
Tsu	1880	9	8	7	-38.85	178.85
Tsu	1880	10	26	7	57	-136
Tsu	1881	10	25	7	43.3	147.3
Tsu	1891	10	5	7	-9	124
Tsu	1892	11	18	7	-3	127.75
Tsu	1894	10	22	7	38.9	139.8
	1897	6	5	7	17	-96.3
Tsu	1897	6	20	7	16	-95
Tsu	1901	10	8	7	11	-86.5
	1902	1	16	7	17.6	-99.7
Tsu	1902	2	26	7	13.5	-89.5
Tsu	1905	7	6	7	37.4	142.6
	1908	10	23	7	36.5	70.5
Tsu	1913	10	11	7	-7	148
Tsu	1920	8	20	7	-38	-73.5
Tsu	1923	5	4	7	-28.75	-71.75
	1925	3	16	7	25.7	100.4
Tsu	1925	11	16	7	18.5	-107
	1926	11	5	7	12.3	-85.8
Tsu	1929	5	26	7	51	-131
Tsu	1931	8	7	7	-3.417	142.077
	1931	9	21	7	36.1	139.2
	1932	8	14	7	26	95.5
Tsu	1934	11	30	7	18.5	-105.5
	1936	1	9	7	1.1	-77.6
	1937	12	8	7	22.9	121.2
	1938	12	6	7	22.9	121.5
Tsu	1939	5	1	7	40.1	139.5
Tsu	1940	10	11	7	-41.5	-74.5
	1944	9	27	7	39.1	75
Tsu	1947	11	4	7	43.8	141
	1950	2	2	7	21.7	100.1
Tsu	1950	12	10	7	-14.25	-75.75
	1954	3	29	7	37	-3.5
	1954	4	20	7	39.8	22.1
	1954	7	31	7	38.8	104.2
	1956	7	16	7	22.2	95.7
	1959	8	15	7	22.18	121.13
	1960	1	15	7	-15	-75
	1963	3	31	7	37	57.9
Tsu	1963	9	24	7	-10.385	-78.022
	1964	1	18	7	23.2	120.6
Tsu	1965	2	23	7	-25.67	-70.63
	1966	3	20	7	0.6	30.2
Tsu	1967	9	3	7	-10.6	-79.8
	1967	10	25	7	24.5	122.2
	1968	6	19	7	-5.6	-77.2
Tsu	1969	3	31	7	27.7	34
Tsu	1970	7	25	7	32.2	131.7
Tsu	1974	1	31	7	-7.5	155.9
Tsu	1975	6	10	7	43.024	147.734
	1978	12	23	7	23.247	122.075
Tsu	1984	3	24	7	44.117	148.192
Tsu	1984	12	28	7	56.2	163.4
	1990	5	24	7	5.358	31.848
	1992	5	25	7	19.613	-77.872
Tsu	1992	5	27	7	-11.122	165.239
Tsu	1992	7	18	7	39.419	143.33
	1992	9	11	7	-6.087	26.651
	1992	10	17	7	6.845	-76.806
Tsu	1993	11	13	7	51.934	158.647
Tsu	1994	1	21	7	1.015	127.733
	1995	10	3	7	-2.75	-77.881
	1997	11	25	7	1.241	122.536
Tsu	1998	7	17	7	-2.943	142.582
	1999	6	15	7	18.386	-97.436
	2000	12	6	7	39.566	54.799
	2003	5	26	7	38.849	141.568
	2003	5	26	7	2.354	128.855
Tsu	2003	10	31	7	37.812	142.619
	2004	2	5	7	-3.615	135.538
Tsu	2004	11	28	7	43.006	145.119
Tsu	2005	11	14	7	38.107	144.896
	2006	2	22	7	-21.324	33.583
Tsu	2006	12	26	7	21.799	120.547
	2009	9	2	7	-7.782	107.297
Tsu	2010	1	12	7	18.457	-72.533
Tsu	2010	2	26	7	25.93	128.425
Tsu	2011	7	10	7	38.034	143.264
Tsu	2011	8	20	7	-18.311	168.218
Tsu	2012	2	2	7	-17.827	167.133
Tsu	2013	2	8	7	-10.928	166.018
	2013	2	9	7	1.135	-77.393
	2013	9	25	7	-15.851	-74.562
Tsu	2015	7	18	7	-10.444	165.172
	2015	7	27	7	-2.683	138.508
	2016	4	15	7	32.782	130.726
Tsu	2016	4	28	7	-16.074	167.393
Tsu	2016	11	24	7	11.96	-88.835
Tsu	1783	2	5	6.9	38.3	15.967
	1889	10	25	6.9	39.2	26
Tsu	1894	4	27	6.9	38.7	23.1
Tsu	1995	1	16	6.9	34.583	135.018
Tsu	1633	11	5	6.9	37.5	21
	1667	11		6.9	40.6	48.6
Tsu	1783	3	28	6.9	38.783	16.467
Tsu	1820	12	29	6.9	37.75	21.25
	1885	8	2	6.9	42.7	74.1
	1899	3	23	6.9	-21.97	-63.67
	1931	3	8	6.9	41	22.5
Tsu	1932	9	26	6.9	40.5	23.9
	1980	11	23	6.9	40.914	15.366
Tsu	62			6.9	35.2	25.1
	1902	2	13	6.9	40.7	48.6
	1910	9	24	6.9	16.8	-95.9
Tsu	1928	4	9	6.9	-13	-69.5
Tsu	1929	1	17	6.9	10.5	-64.2
	1931	3	19	6.9	18.3	120.2
Tsu	1947	10	6	6.9	37	22
	1968	10	14	6.9	-31.6	117
	1972	4	10	6.9	28.4	52.8
Tsu	1979	4	15	6.9	42.096	19.209
	1979	10	15	6.9	32.634	-115.324
Tsu	1989	10	18	6.9	37.036	-121.883
Tsu	1231	3	11	6.9	41	28.6
	1812	12	8	6.9	34.37	-117.65
	1838	1	23	6.9	45.7	26.6
	1911	9	22	6.9	60.5	-149
	1919	10	3	6.9	-16.5	180
Tsu	1975	3	13	6.9	-29.9	-71.3
	1986	8	30	6.9	45.547	26.316
	1992	3	13	6.9	39.71	39.605
	1985	1	26	6.9	-33.053	-68.467
	1985	9	27	6.9	-9.829	159.854
	1987	8	8	6.9	-19.022	-69.991
Tsu	1995	5	14	6.9	-8.452	125.049
Tsu	2015	11	11	6.9	-29.439	-72.105
	1943	1	30	6.9	-2.1	-80.5
	1972	4	24	6.9	23.6	121.6
Tsu	2006	9	28	6.9	-16.592	-172.033
Tsu	1912	10	31	6.9	7	138
Tsu	1344	10	14	6.9	40.8	28.8
Tsu	1596	9	4	6.9	33.3	131.7
Tsu	1644	10	18	6.9	39.4	140.1
Tsu	1671	2	27	6.9	33.4	134.7
Tsu	1743	2	20	6.9	39	20.3
Tsu	1766	3	8	6.9	40.9	140.7
Tsu	1792	6	13	6.9	43.5	140.6
Tsu	1793	2	8	6.9	40.85	139.95
	1844	5	13	6.9	37.4	48
Tsu	1846	3		6.9	39.5	142.5
Tsu	1900	10	7	6.9	-4	140
Tsu	1909	8	14	6.9	35.4	136.3
	1923	9	22	6.9	29.2	56.9
	1924	3	3	6.9	-1.6	-78.6
Tsu	1926	9	16	6.9	-9.674	159.519
Tsu	1927	8	5	6.9	37.9	142
Tsu	1927	8	18	6.9	34.2	142
Tsu	1932	6	22	6.9	19	-104.5
	1933	5	21	6.9	12	-87.5
Tsu	1933	10	2	6.9	-2	-81
Tsu	1934	12	4	6.9	-19.5	-69.5
	1939	11	21	6.9	36.3	70.6
Tsu	1941	12	6	6.9	8.5	-84
Tsu	1947	5	17	6.9	-38.42	178.88
	1947	9	23	6.9	33.4	58.7
Tsu	1948	12	4	6.9	22	-106
Tsu	1951	8	21	6.9	19.7	-156
	1957	4	24	6.9	36	28.5
	1959	8	26	6.9	18.3	-94.4
	1961	12	20	6.9	4.6	-75.6
Tsu	1964	5	7	6.9	40.3	139
	1977	3	21	6.9	27.61	56.39
Tsu	1978	6	14	6.9	8.249	122.403
	1979	2	16	6.9	-16.39	-72.658
Tsu	1979	11	16	6.9	-16.76	-179.984
Tsu	1981	1	18	6.9	38.64	142.75
Tsu	1983	6	21	6.9	41.346	139.099
	1983	10	30	6.9	40.33	42.187
Tsu	1984	9	18	6.9	34.006	141.5
Tsu	1989	9	4	6.9	55.543	-156.835
	1990	4	26	6.9	35.986	100.245
Tsu	1991	2	9	6.9	-9.929	159.139
	1993	10	13	6.9	-5.889	146.02
	1994	2	15	6.9	-4.967	104.302
	1995	3	19	6.9	-4.183	135.109
Tsu	1996	9	5	6.9	-22.118	-113.436
	2007	7	26	6.9	2.872	127.464
	2008	6	13	6.9	39.03	140.881
Tsu	2008	7	19	6.9	37.552	142.214
Tsu	2010	3	11	6.9	-34.29	-71.891
	2010	4	13	6.9	33.165	96.548
Tsu	2010	8	13	6.9	12.484	141.476
	2011	9	18	6.9	27.73	88.155
	2011	10	28	6.9	-14.438	-75.966
Tsu	2012	3	14	6.9	40.887	144.944
	2014	2	12	6.9	35.922	82.549
	2014	5	24	6.9	40.305	25.453
Tsu	2014	6	23	6.9	-30.118	-177.67
	2014	7	7	6.9	14.742	-92.409
Tsu	2015	7	27	6.9	52.376	-169.446
Tsu	2016	11	21	6.9	37.392	141.403
Tsu	2016	12	9	6.9	-10.73	161.107
Tsu	2017	1	3	6.9	-19.326	176.053
Tsu	2017	4	24	6.9	-33.073	-72.051
Tsu	2017	4	28	6.9	5.516	125.093
	2017	6	14	6.9	14.982	-91.988
	1954	8	23	6.8	39.6	-118.5
Tsu	1825	1	19	6.8	38.75	20.75
	1913	6	14	6.8	43.5	25.5
	1950	8	5	6.8	-1.5	-78.2
	1950	11	17	6.8	16.5	-100.4
Tsu	543			6.8	40.3	27.8
	1689	3		6.8	-2.2	-78.9
Tsu	1817	8	23	6.8	38.25	22.25
	1924	9	13	6.8	40	42
	1928	4	14	6.8	42.2	25.3
	1949	8	17	6.8	39	40.5
	1988	12	7	6.8	40.987	44.185
Tsu	2003	5	21	6.8	36.964	3.634
	138	3	1	6.8	35.8	103.5
Tsu	346			6.8	41.4	19.4
	1057			6.8	39.7	116.3
	1067	11		6.8	23.6	116.5
	1290	9	27	6.8	41.5	119.3
	1484	1	29	6.8	40.5	116.5
	1568	5	15	6.8	34.4	109
	1573	1	10	6.8	34.4	104
	1652	7	13	6.8	25.4	100.5
	1680	9	9	6.8	25	101.5
	1713	2	26	6.8	25.4	103.2
	1720	7	12	6.8	40.4	115.5
Tsu	1748	5	14	6.8	38.3	22.1
	1751	5	25	6.8	26.5	99.9
Tsu	1791	4	15	6.8	56	163
Tsu	1792	8	9	6.8	23.6	120.5
	1815	10	23	6.8	34.8	111.2
	1848	12	3	6.8	24.1	120.5
Tsu	1868	10	21	6.8	37.7	-122.1
	1887	12	16	6.8	23.7	102.5
	1893	8	29	6.8	30.5	101.5
	1893	12	17	6.8	41.7	82.8
	1905	12	4	6.8	38.1	38.6
	1917	7	30	6.8	28	104
	1923	2	24	6.8	-0.4	-78.3
Tsu	1925	5	5	6.8	9.3	122.7
	1925	6	29	6.8	34.418	-120.196
Tsu	1927	9	11	6.8	44.4	34.5
	1932	1	20	6.8	-12	-77.5
	1936	2	7	6.8	35.4	103.4
	1936	4	1	6.8	22.5	109.4
	1936	4	26	6.8	28.6	103.6
	1944	10	6	6.8	39.4	26.7
	1946	12	4	6.8	23.1	120.3
	1952	9	30	6.8	28.3	102.2
	1953	8	11	6.8	38.1	20.6
	1954	7	2	6.8	13	123.9
	1955	7	16	6.8	37.5	27
Tsu	1955	9	23	6.8	26.6	101.8
	1960	11	9	6.8	32.7	103.7
	1961	4	13	6.8	39.8	77.7
	1966	8	19	6.8	39.2	41.6
	1967	2	9	6.8	2.9	-74.9
	1967	2	19	6.8	-9.2	113.1
	1967	8	30	6.8	31.6	100.3
	1978	11	1	6.8	39.35	72.61
	2001	3	24	6.8	34.083	132.526
	1834	10	15	6.8	47.6	22.3
Tsu	1889	5	25	6.8	13.5	121
Tsu	1913	2	22	6.8	-41.8	171.5
	1942	2	1	6.8	23.1	100.3
	1948	6	27	6.8	26.4	99.7
	1954	11	2	6.8	-8	119
	1981	1	23	6.8	30.927	101.098
	2001	2	28	6.8	47.149	-122.727
	871	11	18	6.8	33.2	47.2
Tsu	1876	5	28	6.8	-3	127.25
	1948	5	28	6.8	-13.1	-76.2
Tsu	1977	4	20	6.8	-9.828	160.323
	1989	4	25	6.8	16.773	-99.328
	1994	6	18	6.8	-42.963	171.658
	1999	4	3	6.8	-16.66	-72.662
	2000	8	4	6.8	48.786	142.246
	2003	6	20	6.8	-30.608	-71.637
	2016	8	24	6.8	20.919	94.579
Tsu	1928	4	27	6.8	-13	-69.5
Tsu	1978	3	23	6.8	44.209	148.971
Tsu	1988	7	5	6.8	-5.964	148.78
	1990	6	14	6.8	47.869	85.076
Tsu	1039	2	2	6.8	38.4	27.3
Tsu	1670	8	19	6.8	33	122.5
Tsu	1674	2	17	6.8	-3.75	127.75
Tsu	1766	6	12	6.8	19.9	-76.1
Tsu	1823	9	9	6.8	-6.5	108.5
Tsu	1852	11	11	6.8	1.5	98
Tsu	1859	9	25	6.8	-5.5	130.5
Tsu	1861	6	17	6.8	1	97.5
Tsu	1869	8	21	6.8	-21	-70
	1895	1	17	6.8	37.1	58.4
Tsu	1896	10	10	6.8	-3.5	102.5
Tsu	1900	9	10	6.8	-4	152
Tsu	1905	1	20	6.8	9.85	-84.68
	1906	3	16	6.8	23.6	120.5
	1906	8	25	6.8	9	38.4
Tsu	1908	9	21	6.8	19	-155
	1910	1	8	6.8	35	122
	1918	4	21	6.8	33.7	-117
Tsu	1924	3	15	6.8	49.179	142.436
Tsu	1925	2	23	6.8	60	-146
	1925	5	23	6.8	35.75	134.75
	1927	8	24	6.8	23	120.5
Tsu	1929	5	21	6.8	31.7	132.2
Tsu	1932	9	15	6.8	-39	177.5
	1949	8	5	6.8	-1.5	-78.2
Tsu	1950	8	3	6.8	10.5	-68
Tsu	1952	7	13	6.8	-18.5	169.25
	1954	7	6	6.8	39.4	-118.5
Tsu	1956	7	9	6.8	36.8	25.2
	1956	10	31	6.8	27.2	54.4
	1958	9	4	6.8	-33.785	-70.112
	1959	5	24	6.8	17	-96.3
Tsu	1962	3	12	6.8	8.008	-82.757
	1962	4	30	6.8	38.8	140.9
	1962	5	21	6.8	37.1	96
	1962	7	30	6.8	5.2	-76.4
	1962	8	28	6.8	37.8	22.9
Tsu	1964	7	24	6.8	47.159	153.876
	1967	7	29	6.8	6.8	-73
	1975	1	19	6.8	32.46	78.43
	1976	8	17	6.8	7.249	122.939
	1979	1	16	6.8	33.897	59.472
	1979	10	27	6.8	13.833	-90.881
Tsu	1982	7	23	6.8	36.194	141.702
Tsu	1987	10	12	6.8	-7.288	154.371
	1990	11	15	6.8	3.908	97.457
	1994	6	6	6.8	2.917	-76.057
Tsu	1994	10	8	6.8	-1.258	127.98
Tsu	1995	4	21	6.8	12.047	125.92
	1995	7	11	6.8	21.966	99.196
	1995	10	6	6.8	-2.045	101.436
Tsu	1995	10	19	6.8	28.094	130.148
Tsu	1996	9	5	6.8	21.898	121.498
	2000	11	25	6.8	40.245	49.946
Tsu	2001	12	18	6.8	23.954	122.734
	2003	12	10	6.8	23.039	121.362
	2004	12	6	6.8	42.9	145.228
	2005	12	5	6.8	-6.224	29.83
	2007	9	10	6.8	2.982	-77.967
	2007	10	15	6.8	-44.785	167.583
	2007	11	16	6.8	-2.312	-77.838
	2008	5	7	6.8	36.158	141.521
	2008	7	23	6.8	39.802	141.464
Tsu	2008	9	11	6.8	41.892	143.754
Tsu	2010	1	5	6.8	-9.019	157.551
Tsu	2011	2	11	6.8	-36.474	-73.125
	2011	3	24	6.8	20.687	99.822
Tsu	2011	9	2	6.8	52.171	-171.708
	2012	11	11	6.8	23.005	95.885
	2013	9	28	6.8	27.263	65.587
	2016	5	18	6.8	0.465	-79.641
	2017	5	29	6.8	-1.289	120.453
	2017	6	22	6.8	13.753	-90.949
Tsu	2017	10	31	6.8	-21.66	169.203
Tsu	1703	2	2	6.7	42.467	13.2
	1863	4	22	6.7	36.5	28
	1930	2	14	6.7	35.8	24.8
Tsu	1954	9	9	6.7	36.283	1.467
	1954	9	9	6.7	36	1.5
	427			6.7	40.5	46.5
	1182			6.7	32.6	36.7
	1627	7	30	6.7	41.733	15.35
	1855	2	28	6.7	40.2	29.1
	1880	7	29	6.7	38.6	27.1
	1894	4	20	6.7	38.6	23.2
	1911	2	18	6.7	41.1	20.7
	1938	4	19	6.7	39.4	33.8
	1949	8	4	6.7	-1.4	-78.5
Tsu	1982	3	21	6.7	42.158	142.361
	-250			6.7	42.7	77.5
Tsu	-60			6.7	36	-10
	942	6		6.7	39.7	64.5
	1405	1	29	6.7	36	58.8
	1518	7	2	6.7	38	125
	1840	7	2	6.7	39.7	44.4
Tsu	1853	7	15	6.7	10.5	-64.2
	1857	4	9	6.7	38.4	42.1
	1863	11	6	6.7	40.5	29.1
Tsu	1878	4	19	6.7	40.8	29
	1879	3	22	6.7	37.8	47.9
	1879	4	2	6.7	37.5	57.4
	1884	12	25	6.7	36.95	-3.983
	1893	3	31	6.7	38.3	38.3
	1899	9	20	6.7	37.93	28.84
Tsu	1915	8	7	6.7	38.5	20.7
Tsu	1949	7	23	6.7	38.58	26.23
	1951	8	13	6.7	40.8	33.4
	1975	9	6	6.7	38.474	40.723
	1988	1	22	6.7	-19.829	133.882
Tsu	1994	1	17	6.7	34.213	-118.537
	2000	10	6	6.7	35.456	133.134
	500			6.7	42.7	76.5
	1304	11	7	6.7	38.5	45.5
	1821	11	17	6.7	45.7	26.6
	1825			6.7	36.1	52.6
Tsu	1873	11	23	6.7	42	-124
Tsu	1910	12	18	6.7	4	127
	1925	6	28	6.7	46.4	-111.24
	1935	2	25	6.7	35.8	25
	1958	10	20	6.7	-9.5	112.5
	1970	7	30	6.7	37.8	55.9
	1971	5	22	6.7	38.8	40.5
Tsu	1980	1	1	6.7	38.815	-27.78
Tsu	1981	2	24	6.7	38.222	22.934
	1983	11	16	6.7	19.43	-155.454
	1992	6	28	6.7	34.203	-116.827
	2002	10	23	6.7	63.514	-147.912
Tsu	2006	10	15	6.7	19.878	-155.935
	2008	8	25	6.7	30.901	83.52
Tsu	1973	10	5	6.7	-32.5	-71.5
	1983	1	24	6.7	16.147	-95.232
	1991	4	5	6.7	-5.982	-77.094
	1975	3	27	6.7	40.42	26.14
Tsu	1984	8	6	6.7	32.386	131.945
	1990	5	30	6.7	45.841	26.668
	1984	6	24	6.7	17.984	-69.338
Tsu	2005	4	10	6.7	-1.644	99.607
Tsu	1974	9	27	6.7	43.2	146.7
Tsu	1978	3	22	6.7	44.026	149.002
	2006	10	20	6.7	-13.457	-76.677
	1275	4	14	6.7	42.1	44.2
Tsu	1510	9	21	6.7	34.6	135.4
Tsu	1589	3	21	6.7	34.8	138.2
Tsu	1642	9	4	6.7	35.2	140.6
Tsu	1667			6.7	25	125.5
Tsu	1711	12	20	6.7	34.3	134
	1855	4	29	6.7	40.2	29.1
	1866	12	4	6.7	40.1	20.1
	1868	4	23	6.7	40	41.7
Tsu	1909	3	12	6.7	34.5	141.5
	1911	4	18	6.7	31.23	57.03
	1917	6	8	6.7	13.82	-89.31
	1925	10	5	6.7	12.2	-85.2
Tsu	1949	5	9	6.7	5	95
Tsu	1958	4	21	6.7	-4.5	104
	1958	8	16	6.7	34.4	47.9
Tsu	1960	3	23	6.7	39.4	143.7
Tsu	1960	7	29	6.7	40.3	142.5
Tsu	1960	11	20	6.7	-6.8	-80.7
Tsu	1961	8	17	6.7	46.338	149.548
	1974	7	4	6.7	45.14	94.03
	1976	4	9	6.7	0.78	-79.8
	1981	1	19	6.7	-4.576	139.232
	1981	6	11	6.7	29.913	57.715
Tsu	1987	3	18	6.7	32.034	131.837
Tsu	1988	2	5	6.7	-24.753	-70.433
	1990	11	6	6.7	28.251	55.462
Tsu	1991	2	21	6.7	58.427	-175.45
Tsu	1995	11	1	6.7	-28.906	-71.417
Tsu	1996	10	19	6.7	31.885	131.468
Tsu	1996	12	2	6.7	31.789	131.314
	1997	4	22	6.7	11.112	-60.892
	1999	7	11	6.7	15.782	-88.33
	2000	6	7	6.7	-4.612	101.905
	2002	1	10	6.7	-3.212	142.427
	2003	10	1	6.7	50.211	87.721
Tsu	2004	1	28	6.7	-3.12	127.4
	2004	4	23	6.7	-9.362	122.839
	2005	7	5	6.7	1.819	97.082
	2006	1	8	6.7	36.311	23.212
Tsu	2006	3	14	6.7	-3.595	127.214
Tsu	2007	3	25	6.7	37.336	136.588
	2007	6	13	6.7	13.554	-90.618
Tsu	2007	8	2	6.7	51.307	-179.971
Tsu	2009	8	16	6.7	-1.479	99.49
	2010	3	30	6.7	13.667	92.831
	2011	9	5	6.7	2.965	97.893
	2011	12	27	6.7	51.842	95.911
	2012	2	6	6.7	9.999	123.206
	2012	4	17	6.7	-32.625	-71.365
Tsu	2014	3	16	6.7	-19.925	-70.628
Tsu	2015	2	16	6.7	39.83	142.89
Tsu	2015	7	10	6.7	-9.303	158.396
Tsu	2015	11	13	6.7	30.991	128.877
	2016	1	3	6.7	24.834	93.656
Tsu	2017	7	20	6.7	36.949	27.458
Tsu	1851	10	12	6.6	40.5	19.7
Tsu	1542	12	10	6.6	37.07	15.3
	1590	9	15	6.6	48.3	15.5
Tsu	1783	2	7	6.6	38.583	16.2
	1893	11	17	6.6	37.2	58.4
	1905	6	1	6.6	42.1	19.6
	1909	4	23	6.6	38.9	-8.8
